sample_id,decimalLatitude,decimalLongitude,eventDate,samp_name,samp_category,neg_cont_type,pos_cont_type,materialSampleID,sample_derived_from,sample_composed_of,rel_cont_id,biological_rep_relation,verbatimLongitude,verbatimLatitude,verbatimCoordinateSystem,verbatimSRS,geo_loc_name,eventDurationValue,verbatimEventDate,verbatimEventTime,env_broad_scale,env_local_scale,env_medium,habitat_natural_artificial_0_1,samp_collect_method,samp_collect_device,samp_size,samp_size_unit,samp_store_temp,samp_store_sol,samp_store_dur,samp_store_loc,dna_store_loc,samp_store_method_additional,samp_mat_process,filter_passive_active_0_1,stationed_sample_dur,pump_flow_rate,pump_flow_rate_unit,prefilter_material,size_frac_low,size_frac,filter_diameter,filter_surface_area,filter_material,filter_name,precip_chem_prep,precip_force_prep,precip_time_prep,precip_temp_prep,prepped_samp_store_temp,prepped_samp_store_sol,prepped_samp_store_dur,prep_method_additional,date_ext,samp_vol_we_dna_ext,samp_vol_we_dna_ext_unit,nucl_acid_ext_lysis,nucl_acid_ext_sep,nucl_acid_ext,nucl_acid_ext_kit,nucl_acid_ext_modify,dna_cleanup_0_1,dna_cleanup_method,concentration,concentration_unit,concentration_method,ratioOfAbsorbance260_280,pool_dna_num,nucl_acid_ext_method_additional,assay_name,samp_weather,minimumDepthInMeters,maximumDepthInMeters,tot_depth_water_col,elev,temp,chlorophyll,light_intensity,ph,ph_meth,salinity,suspend_part_matter,tidal_stage,turbidity,water_current,solar_irradiance,wind_direction,wind_speed,diss_inorg_carb,diss_inorg_carb_unit,diss_inorg_nitro,diss_inorg_nitro_unit,diss_org_carb,diss_org_carb_unit,diss_org_nitro,diss_org_nitro_unit,diss_oxygen,diss_oxygen_unit,tot_diss_nitro,tot_diss_nitro_unit,tot_inorg_nitro,tot_inorg_nitro_unit,tot_nitro,tot_nitro_unit,tot_part_carb,tot_part_carb_unit,tot_org_carb,tot_org_carb_unit,tot_org_c_meth,tot_nitro_content,tot_nitro_content_unit,tot_nitro_cont_meth,tot_carb,tot_carb_unit,part_org_carb,part_org_carb_unit,part_org_nitro,part_org_nitro_unit,nitrate,nitrate_unit,nitrite,nitrite_unit,nitro,nitro_unit,org_carb,org_carb_unit,org_matter,org_matter_unit,org_nitro,org_nitro_unit,site_id,tube_id,biological_rep,swell_m,filter_device,digestion_personnel,digestion_date,extraction_personnel,extraction_method,sampling_comments,digestion_comments,extraction_comments,time,depth,latitude,longitude,sst,anom,err
134,-21.16356667,102.3353667,2022-11-22,V10_CKI_U_10_4,sample,,,,,,,,102.3353667,-21.16356667,,,Indian Ocean: Eastern Indian Ocean,,22/11/2022,7:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,underway in-line,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-24T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5271.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U_10,U_10_4,4.0,2.0,sentino peristaltic,,2022-11-23T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-22 12:00:00,0.0,-21.125,102.375,22.97,-0.42999998,0.12
135,-21.16356667,102.3353667,2022-11-22,V10_CKI_U_10_5,sample,,,,,,,,102.3353667,-21.16356667,,,Indian Ocean: Eastern Indian Ocean,,22/11/2022,7:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,underway in-line,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-24T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5271.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U_10,U_10_5,5.0,2.0,sentino peristaltic,,2022-11-23T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-22 12:00:00,0.0,-21.125,102.375,22.97,-0.42999998,0.12
136,,,2022-11-22,V10_CKI_U_10_WC,negative control,site negative,,,,,,,,,,,,,,,,,,,,,1.0,L,,,,,,,,,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-24T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U_10,U_10_WC,,,sentino peristaltic,,2022-11-23T00:00:00,,,Project=Project_1,,,2022-11-22 12:00:00,0.0,89.875,359.875,-1.8,0.0,0.29999998
137,,,2022-11-22,V10_CKI_U_10_DI,negative control,site negative,,,,,,,,,,,,,,,,,,,,,1.0,L,,,,,,,,,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-24T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U_10,U_10_DI,,,sentino peristaltic,,2022-11-23T00:00:00,,,Project=Project_1,,,2022-11-22 12:00:00,0.0,89.875,359.875,-1.8,0.0,0.29999998
138,-21.16356667,102.3353667,2022-11-22,V10_CKI_N_10_1,sample,,,,,,,,102.3353667,-21.16356667,,,Indian Ocean: Eastern Indian Ocean,,22/11/2022,7:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-24T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5271.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_10,N_10_1,1.0,2.0,sentino peristaltic,,2022-11-23T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-22 12:00:00,0.0,-21.125,102.375,22.97,-0.42999998,0.12
139,-21.16356667,102.3353667,2022-11-22,V10_CKI_N_10_2,sample,,,,,,,,102.3353667,-21.16356667,,,Indian Ocean: Eastern Indian Ocean,,22/11/2022,7:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-24T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5271.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_10,N_10_2,2.0,2.0,sentino peristaltic,,2022-11-23T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-22 12:00:00,0.0,-21.125,102.375,22.97,-0.42999998,0.12
140,-21.16356667,102.3353667,2022-11-22,V10_CKI_N_10_3,sample,,,,,,,,102.3353667,-21.16356667,,,Indian Ocean: Eastern Indian Ocean,,22/11/2022,7:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-24T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5271.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_10,N_10_3,3.0,2.0,sentino peristaltic,,2022-11-23T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-22 12:00:00,0.0,-21.125,102.375,22.97,-0.42999998,0.12
141,-21.16356667,102.3353667,2022-11-22,V10_CKI_N_10_4,sample,,,,,,,,102.3353667,-21.16356667,,,Indian Ocean: Eastern Indian Ocean,,22/11/2022,7:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-24T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5271.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_10,N_10_4,4.0,2.0,sentino peristaltic,,2022-11-23T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-22 12:00:00,0.0,-21.125,102.375,22.97,-0.42999998,0.12
142,-21.16356667,102.3353667,2022-11-22,V10_CKI_N_10_5,sample,,,,,,,,102.3353667,-21.16356667,,,Indian Ocean: Eastern Indian Ocean,,22/11/2022,7:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-24T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5271.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_10,N_10_5,5.0,2.0,sentino peristaltic,,2022-11-23T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-22 12:00:00,0.0,-21.125,102.375,22.97,-0.42999998,0.12
143,,,2022-11-22,V10_CKI_N_10_WC,negative control,site negative,,,,,,,,,,,,,,,,,,,,,1.0,L,,,,,,,,,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-24T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_10,N_10_WC,,,sentino peristaltic,,2022-11-23T00:00:00,,,Project=Project_1,,,2022-11-22 12:00:00,0.0,89.875,359.875,-1.8,0.0,0.29999998
144,,,2022-11-22,V10_CKI_N_10_DI,negative control,site negative,,,,,,,,,,,,,,,,,,,,,1.0,L,,,,,,,,,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-24T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_10,N_10_DI,,,sentino peristaltic,,2022-11-23T00:00:00,,,Project=Project_1,,,2022-11-22 12:00:00,0.0,89.875,359.875,-1.8,0.0,0.29999998
145,,,2022-11-22,V10_CKI_BC_4,negative control,field negative,,,,,,,,,,,,,,,,,,,,,1.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-24T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BC_4,,,sentino peristaltic,,2022-11-23T00:00:00,,,Project=Project_1,,,2022-11-22 12:00:00,0.0,89.875,359.875,-1.8,0.0,0.29999998
146,-19.87321667,100.8182,2022-11-23,V10_CKI_U_11_1,sample,,,,,,,,100.8182,-19.87321667,,,Indian Ocean: Eastern Indian Ocean,,23/11/2022,7:00:00 AM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,underway in-line,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-24T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5325.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U_11,U_11_1,1.0,2.0,sentino peristaltic,,2022-11-23T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-23 12:00:00,0.0,-19.875,100.875,23.439999,-0.63,0.12
147,-19.87321667,100.8182,2022-11-23,V10_CKI_U_11_2,sample,,,,,,,,100.8182,-19.87321667,,,Indian Ocean: Eastern Indian Ocean,,23/11/2022,7:00:00 AM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,underway in-line,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-24T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5325.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U_11,U_11_2,2.0,2.0,sentino peristaltic,,2022-11-23T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-23 12:00:00,0.0,-19.875,100.875,23.439999,-0.63,0.12
148,-19.87321667,100.8182,2022-11-23,V10_CKI_U_11_3,sample,,,,,,,,100.8182,-19.87321667,,,Indian Ocean: Eastern Indian Ocean,,23/11/2022,7:00:00 AM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,underway in-line,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-24T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5325.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U_11,U_11_3,3.0,2.0,sentino peristaltic,,2022-11-23T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-23 12:00:00,0.0,-19.875,100.875,23.439999,-0.63,0.12
149,-19.87321667,100.8182,2022-11-23,V10_CKI_U_11_4,sample,,,,,,,,100.8182,-19.87321667,,,Indian Ocean: Eastern Indian Ocean,,23/11/2022,7:00:00 AM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,underway in-line,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-24T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5325.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U_11,U_11_4,4.0,2.0,sentino peristaltic,,2022-11-23T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-23 12:00:00,0.0,-19.875,100.875,23.439999,-0.63,0.12
150,-19.87321667,100.8182,2022-11-23,V10_CKI_U_11_5,sample,,,,,,,,100.8182,-19.87321667,,,Indian Ocean: Eastern Indian Ocean,,23/11/2022,7:00:00 AM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,underway in-line,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-24T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5325.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U_11,U_11_5,5.0,2.0,sentino peristaltic,,2022-11-23T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-23 12:00:00,0.0,-19.875,100.875,23.439999,-0.63,0.12
151,,,2022-11-23,V10_CKI_U_11_WC,negative control,site negative,,,,,,,,,,,,,,,,,,,,,1.0,L,,,,,,,,,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-24T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U_11,U_11_WC,,,sentino peristaltic,,2022-11-23T00:00:00,,,Project=Project_1,,,2022-11-23 12:00:00,0.0,89.875,359.875,-1.8,0.0,0.29999998
152,,,2022-11-23,V10_CKI_U_11_DI,negative control,site negative,,,,,,,,,,,,,,,,,,,,,1.0,L,,,,,,,,,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-24T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U_11,U_11_DI,,,sentino peristaltic,,2022-11-23T00:00:00,,,Project=Project_1,,,2022-11-23 12:00:00,0.0,89.875,359.875,-1.8,0.0,0.29999998
153,-19.87321667,100.8182,2022-11-23,V10_CKI_N_11_1,sample,,,,,,,,100.8182,-19.87321667,,,Indian Ocean: Eastern Indian Ocean,,23/11/2022,1:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-24T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5325.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_11,N_11_1,1.0,2.0,sentino peristaltic,,2022-11-23T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-23 12:00:00,0.0,-19.875,100.875,23.439999,-0.63,0.12
154,-19.87321667,100.8182,2022-11-23,V10_CKI_N_11_2,sample,,,,,,,,100.8182,-19.87321667,,,Indian Ocean: Eastern Indian Ocean,,23/11/2022,1:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-24T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5325.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_11,N_11_2,2.0,2.0,sentino peristaltic,,2022-11-23T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-23 12:00:00,0.0,-19.875,100.875,23.439999,-0.63,0.12
155,-19.87321667,100.8182,2022-11-23,V10_CKI_N_11_3,sample,,,,,,,,100.8182,-19.87321667,,,Indian Ocean: Eastern Indian Ocean,,23/11/2022,1:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-24T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5325.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_11,N_11_3,3.0,2.0,sentino peristaltic,,2022-11-23T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-23 12:00:00,0.0,-19.875,100.875,23.439999,-0.63,0.12
156,-19.87321667,100.8182,2022-11-23,V10_CKI_N_11_4,sample,,,,,,,,100.8182,-19.87321667,,,Indian Ocean: Eastern Indian Ocean,,23/11/2022,1:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-24T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5325.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_11,N_11_4,4.0,2.0,sentino peristaltic,,2022-11-23T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-23 12:00:00,0.0,-19.875,100.875,23.439999,-0.63,0.12
157,-19.87321667,100.8182,2022-11-23,V10_CKI_N_11_5,sample,,,,,,,,100.8182,-19.87321667,,,Indian Ocean: Eastern Indian Ocean,,23/11/2022,1:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-24T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5325.0,,,,,,,,,,,,,,10.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_11,N_11_5,5.0,2.0,sentino peristaltic,,2022-11-23T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-23 12:00:00,0.0,-19.875,100.875,23.439999,-0.63,0.12
158,,,2022-11-23,V10_CKI_N_11_WC,negative control,site negative,,,,,,,,,,,,,,,,,,,,,1.0,L,,,,,,,,,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-24T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_11,N_11_WC,,,sentino peristaltic,,2022-11-23T00:00:00,,,Project=Project_1,,,2022-11-23 12:00:00,0.0,89.875,359.875,-1.8,0.0,0.29999998
159,,,2022-11-23,V10_CKI_N_11_DI,negative control,site negative,,,,,,,,,,,,,,,,,,,,,1.0,L,,,,,,,,,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-24T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_11,N_11_DI,,,sentino peristaltic,,2022-11-23T00:00:00,,,Project=Project_1,,,2022-11-23 12:00:00,0.0,89.875,359.875,-1.8,0.0,0.29999998
160,-19.23755,100.0747167,2022-11-23,V10_CKI_N_12_1,sample,,,,,,,,100.0747167,-19.23755,,,Indian Ocean: Eastern Indian Ocean,,23/11/2022,1:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-24T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5796.0,,,,,,,,,,,,,,7.71667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_12,N_12_1,1.0,2.0,sentino peristaltic,,2022-11-23T00:00:00,,,EEZ=Outside; Project=Project_1; archive_dilution=50ul AE added then 50ul trasnferred ro working stock; dlution_date=31/03/2025; AE_lot=178013661; dilution_personnel=LM,,,2022-11-23 12:00:00,0.0,-19.125,100.125,23.789999,-0.66999996,0.12
161,-19.23755,100.0747167,2022-11-23,V10_CKI_N_12_2,sample,,,,,,,,100.0747167,-19.23755,,,Indian Ocean: Eastern Indian Ocean,,23/11/2022,1:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-24T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5796.0,,,,,,,,,,,,,,7.71667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_12,N_12_2,2.0,2.0,sentino peristaltic,,2022-11-23T00:00:00,,,EEZ=Outside; Project=Project_1; archive_dilution=50ul AE added then 50ul trasnferred ro working stock; dlution_date=31/03/2025; AE_lot=178013661; dilution_personnel=LM,,,2022-11-23 12:00:00,0.0,-19.125,100.125,23.789999,-0.66999996,0.12
162,-19.23755,100.0747167,2022-11-23,V10_CKI_N_12_3,sample,,,,,,,,100.0747167,-19.23755,,,Indian Ocean: Eastern Indian Ocean,,23/11/2022,1:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-24T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5796.0,,,,,,,,,,,,,,7.71667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_12,N_12_3,3.0,2.0,sentino peristaltic,,2022-11-23T00:00:00,,,EEZ=Outside; Project=Project_1; archive_dilution=50ul AE added then 50ul trasnferred ro working stock; dlution_date=31/03/2025; AE_lot=178013661; dilution_personnel=LM,,,2022-11-23 12:00:00,0.0,-19.125,100.125,23.789999,-0.66999996,0.12
163,-19.23755,100.0747167,2022-11-23,V10_CKI_N_12_4,sample,,,,,,,,100.0747167,-19.23755,,,Indian Ocean: Eastern Indian Ocean,,23/11/2022,1:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-24T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5796.0,,,,,,,,,,,,,,7.71667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_12,N_12_4,4.0,2.0,sentino peristaltic,,2022-11-23T00:00:00,,,EEZ=Outside; Project=Project_1; archive_dilution=50ul AE added then 50ul trasnferred ro working stock; dlution_date=31/03/2025; AE_lot=178013661; dilution_personnel=LM,,,2022-11-23 12:00:00,0.0,-19.125,100.125,23.789999,-0.66999996,0.12
164,-19.23755,100.0747167,2022-11-23,V10_CKI_N_12_5,sample,,,,,,,,100.0747167,-19.23755,,,Indian Ocean: Eastern Indian Ocean,,23/11/2022,1:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,2.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-24T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5796.0,,,,,,,,,,,,,,7.71667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_12,N_12_5,5.0,2.0,sentino peristaltic,,2022-11-23T00:00:00,,,EEZ=Outside; Project=Project_1; archive_dilution=50ul AE added then 50ul trasnferred ro working stock; dlution_date=31/03/2025; AE_lot=178013661; dilution_personnel=LM,,,2022-11-23 12:00:00,0.0,-19.125,100.125,23.789999,-0.66999996,0.12
165,,,2022-11-23,V10_CKI_N_12_WC,negative control,site negative,,,,,,,,,,,,,,,,,,,,,1.0,L,,,,,,,,,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-24T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_12,N_12_WC,,,sentino peristaltic,,2022-11-23T00:00:00,,,Project=Project_1,,,2022-11-23 12:00:00,0.0,89.875,359.875,-1.8,0.0,0.29999998
166,,,2022-11-23,V10_CKI_N_12_DI,negative control,site negative,,,,,,,,,,,,,,,,,,,,,1.0,L,,,,,,,,,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-24T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_12,N_12_DI,,,sentino peristaltic,,2022-11-23T00:00:00,,,Project=Project_1,,,2022-11-23 12:00:00,0.0,89.875,359.875,-1.8,0.0,0.29999998
167,-19.23755,100.0747167,2022-11-23,V10_CKI_N_H_5_12_1,sample,,,,,,,,100.0747167,-19.23755,,,Indian Ocean: Eastern Indian Ocean,,23/11/2022,1:00:00 PM,ocean biome [ENVO:01000048],,ocean water [ENVO:00002149],,,manual niskin,5.0,L,,,,,,,,1.0,,,,,,0.45,47.0,,cellulose ester,,,,,,,,,,2022-11-24T00:00:00,,,,,,,,,,,,,,,,MiFish-U | 16SFish/D,,10.0,10.0,5796.0,,,,,,,,,,,,,,7.71667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_H_5_12,N_H_5_12_1,1.0,2.0,sentino peristaltic,,2022-11-23T00:00:00,,,EEZ=Outside; Project=Project_1,,,2022-11-23 12:00:00,0.0,-19.125,100.125,23.789999,-0.66999996,0.12
